  -5.00000007E-02  -5.00000007E-02   0.00000000    
   5.00000007E-02  -5.00000007E-02   0.00000000    
  0.150000006      -5.00000007E-02   0.00000000    
  0.250000000      -5.00000007E-02   0.00000000    
  0.349999994      -5.00000007E-02   0.00000000    
  0.449999988      -5.00000007E-02   0.00000000    
  0.550000012      -5.00000007E-02   0.00000000    
  0.650000036      -5.00000007E-02   0.00000000    
  0.750000060      -5.00000007E-02   0.00000000    
  0.850000083      -5.00000007E-02   0.00000000    
  0.950000107      -5.00000007E-02   0.00000000    
   1.05000007      -5.00000007E-02   0.00000000    
   1.15000010      -5.00000007E-02   0.00000000    
   1.25000012      -5.00000007E-02   0.00000000    
   1.35000014      -5.00000007E-02   0.00000000    
   1.45000017      -5.00000007E-02   0.00000000    
   1.55000019      -5.00000007E-02   0.00000000    
   1.65000021      -5.00000007E-02   0.00000000    
   1.75000024      -5.00000007E-02   0.00000000    
   1.85000026      -5.00000007E-02   0.00000000    
   1.95000029      -5.00000007E-02   0.00000000    
   2.05000019      -5.00000007E-02   0.00000000    
   2.15000010      -5.00000007E-02   0.00000000    
   2.25000000      -5.00000007E-02   0.00000000    
   2.34999990      -5.00000007E-02   0.00000000    
   2.44999981      -5.00000007E-02   0.00000000    
   2.54999971      -5.00000007E-02   0.00000000    
   2.64999962      -5.00000007E-02   0.00000000    
   2.74999952      -5.00000007E-02   0.00000000    
   2.84999943      -5.00000007E-02   0.00000000    
   2.94999933      -5.00000007E-02   0.00000000    
   3.04999924      -5.00000007E-02   0.00000000    
   3.14999914      -5.00000007E-02   0.00000000    
   3.24999905      -5.00000007E-02   0.00000000    
   3.34999895      -5.00000007E-02   0.00000000    
   3.44999886      -5.00000007E-02   0.00000000    
   3.54999876      -5.00000007E-02   0.00000000    
   3.64999866      -5.00000007E-02   0.00000000    
   3.74999857      -5.00000007E-02   0.00000000    
   3.84999847      -5.00000007E-02   0.00000000    
   3.94999838      -5.00000007E-02   0.00000000    
   4.04999828      -5.00000007E-02   0.00000000    
   4.14999819      -5.00000007E-02   0.00000000    
   4.24999809      -5.00000007E-02   0.00000000    
   4.34999800      -5.00000007E-02   0.00000000    
   4.44999790      -5.00000007E-02   0.00000000    
   4.54999781      -5.00000007E-02   0.00000000    
   4.64999771      -5.00000007E-02   0.00000000    
   4.74999762      -5.00000007E-02   0.00000000    
   4.84999752      -5.00000007E-02   0.00000000    
   4.94999743      -5.00000007E-02   0.00000000    
   5.04999733      -5.00000007E-02   0.00000000    
   5.14999723      -5.00000007E-02   0.00000000    
   5.24999714      -5.00000007E-02   0.00000000    
   5.34999704      -5.00000007E-02   0.00000000    
   5.44999695      -5.00000007E-02   0.00000000    
   5.54999685      -5.00000007E-02   0.00000000    
   5.64999676      -5.00000007E-02   0.00000000    
   5.74999666      -5.00000007E-02   0.00000000    
   5.84999657      -5.00000007E-02   0.00000000    
   5.94999647      -5.00000007E-02   0.00000000    
   6.04999638      -5.00000007E-02   0.00000000    
   6.14999628      -5.00000007E-02   0.00000000    
   6.24999619      -5.00000007E-02   0.00000000    
   6.34999609      -5.00000007E-02   0.00000000    
   6.44999599      -5.00000007E-02   0.00000000    
   6.54999590      -5.00000007E-02   0.00000000    
   6.64999580      -5.00000007E-02   0.00000000    
   6.74999571      -5.00000007E-02   0.00000000    
   6.84999561      -5.00000007E-02   0.00000000    
   6.94999552      -5.00000007E-02   0.00000000    
   7.04999542      -5.00000007E-02   0.00000000    
   7.14999533      -5.00000007E-02   0.00000000    
   7.24999523      -5.00000007E-02   0.00000000    
   7.34999514      -5.00000007E-02   0.00000000    
   7.44999504      -5.00000007E-02   0.00000000    
   7.54999495      -5.00000007E-02   0.00000000    
   7.64999485      -5.00000007E-02   0.00000000    
   7.74999475      -5.00000007E-02   0.00000000    
   7.84999466      -5.00000007E-02   0.00000000    
   7.94999456      -5.00000007E-02   0.00000000    
   8.04999447      -5.00000007E-02   0.00000000    
   8.14999485      -5.00000007E-02   0.00000000    
   8.24999523      -5.00000007E-02   0.00000000    
   8.34999561      -5.00000007E-02   0.00000000    
   8.44999599      -5.00000007E-02   0.00000000    
   8.54999638      -5.00000007E-02   0.00000000    
   8.64999676      -5.00000007E-02   0.00000000    
   8.74999714      -5.00000007E-02   0.00000000    
   8.84999752      -5.00000007E-02   0.00000000    
   8.94999790      -5.00000007E-02   0.00000000    
   9.04999828      -5.00000007E-02   0.00000000    
   9.14999866      -5.00000007E-02   0.00000000    
   9.24999905      -5.00000007E-02   0.00000000    
   9.34999943      -5.00000007E-02   0.00000000    
   9.44999981      -5.00000007E-02   0.00000000    
   9.55000019      -5.00000007E-02   0.00000000    
   9.65000057      -5.00000007E-02   0.00000000    
   9.75000095      -5.00000007E-02   0.00000000    
   9.85000134      -5.00000007E-02   0.00000000    
   9.95000172      -5.00000007E-02   0.00000000    
   10.0500021      -5.00000007E-02   0.00000000    
  
  -5.00000007E-02   5.00000007E-02   0.00000000    
   5.00000007E-02   5.00000007E-02   2.55935884E-04
  0.150000006       5.00000007E-02   5.11891209E-04
  0.250000000       5.00000007E-02   7.67827034E-04
  0.349999994       5.00000007E-02   1.02374330E-03
  0.449999988       5.00000007E-02   1.27946469E-03
